file,name,return_type,args
src/client/creature.cpp,nextWalkUpdate,,
src/client/creature.cpp,callLuaField,,"""onSpeedChange"", m_speed, oldSpeed"
src/client/creature.cpp,Creature::setBaseSpeed,void,double baseSpeed
src/client/creature.cpp,if,,m_baseSpeed != baseSpeed
src/client/creature.cpp,callLuaField,,"""onBaseSpeedChange"", baseSpeed, oldBaseSpeed"
src/client/creature.cpp,Creature::setSkull,void,uint8 skull
src/client/creature.cpp,callLuaField,,"""onSkullChange"", m_skull"
src/client/creature.cpp,Creature::setShield,void,uint8 shield
src/client/creature.cpp,callLuaField,,"""onShieldChange"", m_shield"
src/client/creature.cpp,Creature::setEmblem,void,uint8 emblem
src/client/creature.cpp,callLuaField,,"""onEmblemChange"", m_emblem"
src/client/creature.cpp,Creature::setType,void,uint8 type
src/client/creature.cpp,callLuaField,,"""onTypeChange"", m_type"
src/client/creature.cpp,Creature::setIcon,void,uint8 icon
src/client/creature.cpp,callLuaField,,"""onIconChange"", m_icon"
src/client/creature.cpp,Creature::setSkullTexture,void,const std::string& filename
src/client/creature.cpp,Creature::setShieldTexture,void,"const std::string& filename, bool blink"
src/client/creature.cpp,if,,blink && !m_shieldBlink
src/client/creature.cpp,Creature::setEmblemTexture,void,const std::string& filename
src/client/creature.cpp,Creature::setTypeTexture,void,const std::string& filename
src/client/creature.cpp,Creature::setIconTexture,void,const std::string& filename
src/client/creature.cpp,Creature::setSpeedFormula,void,"double speedA, double speedB, double speedC"
