widget_or_type,file,line,anchor
buttons,modules/modules/client_textedit/textedit.otui,1,:ref:`modules-modules-client-textedit-textedit-otui-l1-buttons-3007e8ec00`
ok,modules/modules/client_textedit/textedit.otui,5,:ref:`modules-modules-client-textedit-textedit-otui-l5-ok-21901a4f13`
cancel,modules/modules/client_textedit/textedit.otui,13,:ref:`modules-modules-client-textedit-textedit-otui-l13-cancel-605c2f0bd1`
textedit,modules/modules/client_textedit/textedit.otui,20,:ref:`modules-modules-client-textedit-textedit-otui-l20-textedit-6495c725ac`
description,modules/modules/client_textedit/textedit.otui,27,:ref:`modules-modules-client-textedit-textedit-otui-l27-description-8428015408`
examples,modules/modules/client_textedit/textedit.otui,35,:ref:`modules-modules-client-textedit-textedit-otui-l35-examples-533c1fa0c6`
nan,modules/modules/client_textedit/textedit.otui,40,:ref:`modules-modules-client-textedit-textedit-otui-l40-nan-a09eedfcdb`
text,modules/modules/client_textedit/textedit.otui,43,:ref:`modules-modules-client-textedit-textedit-otui-l43-text-a326bee1da`
nan,modules/modules/client_textedit/textedit.otui,46,:ref:`modules-modules-client-textedit-textedit-otui-l46-nan-5b5dee55a9`
nan,modules/modules/client_textedit/textedit.otui,48,:ref:`modules-modules-client-textedit-textedit-otui-l48-nan-27cc1a47a3`
textPanel,modules/modules/client_textedit/textedit.otui,53,:ref:`modules-modules-client-textedit-textedit-otui-l53-textpanel-1711a09a75`
text,modules/modules/client_textedit/textedit.otui,59,:ref:`modules-modules-client-textedit-textedit-otui-l59-text-0d7dbf4a89`
textScroll,modules/modules/client_textedit/textedit.otui,66,:ref:`modules-modules-client-textedit-textedit-otui-l66-textscroll-fbef9aa022`
nan,modules/modules/client_textedit/textedit.otui,74,:ref:`modules-modules-client-textedit-textedit-otui-l74-nan-32fe81603c`
nan,modules/modules/game_actionbar/actionbar.otui,1,:ref:`modules-modules-game-actionbar-actionbar-otui-l1-nan-01330c6c8e`
item,modules/modules/game_actionbar/actionbar.otui,7,:ref:`modules-modules-game-actionbar-actionbar-otui-l7-item-5bf787f9c0`
text,modules/modules/game_actionbar/actionbar.otui,33,:ref:`modules-modules-game-actionbar-actionbar-otui-l33-text-70b3d41bd0`
hotkeyLabel,modules/modules/game_actionbar/actionbar.otui,43,:ref:`modules-modules-game-actionbar-actionbar-otui-l43-hotkeylabel-2abc5ce668`
parameterText,modules/modules/game_actionbar/actionbar.otui,55,:ref:`modules-modules-game-actionbar-actionbar-otui-l55-parametertext-21f40f3d5e`
cooldown,modules/modules/game_actionbar/actionbar.otui,67,:ref:`modules-modules-game-actionbar-actionbar-otui-l67-cooldown-68d21ef0b0`
nan,modules/modules/game_actionbar/actionbar.otui,77,:ref:`modules-modules-game-actionbar-actionbar-otui-l77-nan-a01ca36031`
prev,modules/modules/game_actionbar/actionbar.otui,80,:ref:`modules-modules-game-actionbar-actionbar-otui-l80-prev-ce119d56d3`
image,modules/modules/game_actionbar/actionbar.otui,92,:ref:`modules-modules-game-actionbar-actionbar-otui-l92-image-1ab48219fe`
first,modules/modules/game_actionbar/actionbar.otui,103,:ref:`modules-modules-game-actionbar-actionbar-otui-l103-first-357dabcccc`
image,modules/modules/game_actionbar/actionbar.otui,115,:ref:`modules-modules-game-actionbar-actionbar-otui-l115-image-a728576805`
nan,modules/modules/game_actionbar/actionbar.otui,126,:ref:`modules-modules-game-actionbar-actionbar-otui-l126-nan-5e3614a21e`
lock,modules/modules/game_actionbar/actionbar.otui,129,:ref:`modules-modules-game-actionbar-actionbar-otui-l129-lock-2eef3167a5`
image,modules/modules/game_actionbar/actionbar.otui,143,:ref:`modules-modules-game-actionbar-actionbar-otui-l143-image-02623981c7`
next,modules/modules/game_actionbar/actionbar.otui,155,:ref:`modules-modules-game-actionbar-actionbar-otui-l155-next-7629c50d34`
image,modules/modules/game_actionbar/actionbar.otui,171,:ref:`modules-modules-game-actionbar-actionbar-otui-l171-image-4e485b7382`
last,modules/modules/game_actionbar/actionbar.otui,186,:ref:`modules-modules-game-actionbar-actionbar-otui-l186-last-6536ad24cd`
image,modules/modules/game_actionbar/actionbar.otui,201,:ref:`modules-modules-game-actionbar-actionbar-otui-l201-image-f5044d7e27`
actionBar,modules/modules/game_actionbar/actionbar.otui,216,:ref:`modules-modules-game-actionbar-actionbar-otui-l216-actionbar-b2acef2be7`
prevPanel,modules/modules/game_actionbar/actionbar.otui,231,:ref:`modules-modules-game-actionbar-actionbar-otui-l231-prevpanel-b34553a605`
tabBar,modules/modules/game_actionbar/actionbar.otui,237,:ref:`modules-modules-game-actionbar-actionbar-otui-l237-tabbar-8381fc7a16`
actionScroll,modules/modules/game_actionbar/actionbar.otui,251,:ref:`modules-modules-game-actionbar-actionbar-otui-l251-actionscroll-58ba8e3877`
nextPanel,modules/modules/game_actionbar/actionbar.otui,260,:ref:`modules-modules-game-actionbar-actionbar-otui-l260-nextpanel-cbe84fc22f`
assignHotkeyWindow,modules/modules/game_actionbar/hotkey.otui,1,:ref:`modules-modules-game-actionbar-hotkey-otui-l1-assignhotkeywindow-02b9e9e442`
display,modules/modules/game_actionbar/hotkey.otui,5,:ref:`modules-modules-game-actionbar-hotkey-otui-l5-display-44ee3a09fb`
desc,modules/modules/game_actionbar/hotkey.otui,14,:ref:`modules-modules-game-actionbar-hotkey-otui-l14-desc-dc9b886dd4`
nan,modules/modules/game_actionbar/hotkey.otui,25,:ref:`modules-modules-game-actionbar-hotkey-otui-l25-nan-6b1cc61e25`
buttonClose,modules/modules/game_actionbar/hotkey.otui,31,:ref:`modules-modules-game-actionbar-hotkey-otui-l31-buttonclose-c9917ac32e`
buttonClear,modules/modules/game_actionbar/hotkey.otui,40,:ref:`modules-modules-game-actionbar-hotkey-otui-l40-buttonclear-b9b68dcd07`
buttonOk,modules/modules/game_actionbar/hotkey.otui,49,:ref:`modules-modules-game-actionbar-hotkey-otui-l49-buttonok-a4232c4a71`
nan,modules/modules/game_actionbar/object.otui,1,:ref:`modules-modules-game-actionbar-object-otui-l1-nan-9afd9ba2ef`
assignItemWindow,modules/modules/game_actionbar/object.otui,10,:ref:`modules-modules-game-actionbar-object-otui-l10-assignitemwindow-c73aa7a854`
item,modules/modules/game_actionbar/object.otui,14,:ref:`modules-modules-game-actionbar-object-otui-l14-item-62a700d4ba`
checks,modules/modules/game_actionbar/object.otui,25,:ref:`modules-modules-game-actionbar-object-otui-l25-checks-d548aed1e3`
useSelf,modules/modules/game_actionbar/object.otui,35,:ref:`modules-modules-game-actionbar-object-otui-l35-useself-8e6044376e`
useTarget,modules/modules/game_actionbar/object.otui,40,:ref:`modules-modules-game-actionbar-object-otui-l40-usetarget-931470e4fe`
useCross,modules/modules/game_actionbar/object.otui,45,:ref:`modules-modules-game-actionbar-object-otui-l45-usecross-8404ca01df`
equip,modules/modules/game_actionbar/object.otui,50,:ref:`modules-modules-game-actionbar-object-otui-l50-equip-eb87a95d59`
use,modules/modules/game_actionbar/object.otui,55,:ref:`modules-modules-game-actionbar-object-otui-l55-use-ecb582d239`
select,modules/modules/game_actionbar/object.otui,60,:ref:`modules-modules-game-actionbar-object-otui-l60-select-0c2ac2fe42`
nan,modules/modules/game_actionbar/object.otui,70,:ref:`modules-modules-game-actionbar-object-otui-l70-nan-50551f6a06`
buttonClose,modules/modules/game_actionbar/object.otui,76,:ref:`modules-modules-game-actionbar-object-otui-l76-buttonclose-cfc738d2c8`
buttonApply,modules/modules/game_actionbar/object.otui,84,:ref:`modules-modules-game-actionbar-object-otui-l84-buttonapply-644d900724`
buttonOk,modules/modules/game_actionbar/object.otui,93,:ref:`modules-modules-game-actionbar-object-otui-l93-buttonok-d5c2410a1c`
nan,modules/modules/game_actionbar/sideactionbar.otui,1,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l1-nan-da6ad21b28`
item,modules/modules/game_actionbar/sideactionbar.otui,7,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l7-item-d2e7b2fca4`
text,modules/modules/game_actionbar/sideactionbar.otui,32,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l32-text-cd67e8253d`
hotkeyLabel,modules/modules/game_actionbar/sideactionbar.otui,41,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l41-hotkeylabe-9fd880b37d`
parameterText,modules/modules/game_actionbar/sideactionbar.otui,53,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l53-parametert-88ebb68756`
cooldown,modules/modules/game_actionbar/sideactionbar.otui,65,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l65-cooldown-95bfc7bfe8`
nan,modules/modules/game_actionbar/sideactionbar.otui,75,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l75-nan-efe681ef76`
prev,modules/modules/game_actionbar/sideactionbar.otui,78,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l78-prev-b37dd91aee`
image,modules/modules/game_actionbar/sideactionbar.otui,90,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l90-image-47e3b815d7`
first,modules/modules/game_actionbar/sideactionbar.otui,103,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l103-first-20a9d391ac`
image,modules/modules/game_actionbar/sideactionbar.otui,115,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l115-image-f864fb1be7`
nan,modules/modules/game_actionbar/sideactionbar.otui,128,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l128-nan-7fe427426d`
lock,modules/modules/game_actionbar/sideactionbar.otui,131,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l131-lock-966f6417f1`
image,modules/modules/game_actionbar/sideactionbar.otui,145,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l145-image-b9007d8300`
next,modules/modules/game_actionbar/sideactionbar.otui,157,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l157-next-63cb570337`
image,modules/modules/game_actionbar/sideactionbar.otui,173,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l173-image-3abf414a9f`
last,modules/modules/game_actionbar/sideactionbar.otui,187,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l187-last-4d9fe2a570`
image,modules/modules/game_actionbar/sideactionbar.otui,202,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l202-image-633f49dcc4`
actionBar,modules/modules/game_actionbar/sideactionbar.otui,216,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l216-actionbar-0c1ae5817e`
prevPanel,modules/modules/game_actionbar/sideactionbar.otui,231,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l231-prevpanel-ac13e34c1b`
tabBar,modules/modules/game_actionbar/sideactionbar.otui,237,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l237-tabbar-0fc0e075ed`
actionScroll,modules/modules/game_actionbar/sideactionbar.otui,250,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l250-actionscr-c6e63ed2e6`
nextPanel,modules/modules/game_actionbar/sideactionbar.otui,259,:ref:`modules-modules-game-actionbar-sideactionbar-otui-l259-nextpanel-ec21516fe7`
nan,modules/modules/game_actionbar/spell.otui,1,:ref:`modules-modules-game-actionbar-spell-otui-l1-nan-d5162ff370`
image,modules/modules/game_actionbar/spell.otui,24,:ref:`modules-modules-game-actionbar-spell-otui-l24-image-b4da30dda7`
assignSpellWindow,modules/modules/game_actionbar/spell.otui,32,:ref:`modules-modules-game-actionbar-spell-otui-l32-assignspellwindow-9a9acdf187`
preview,modules/modules/game_actionbar/spell.otui,37,:ref:`modules-modules-game-actionbar-spell-otui-l37-preview-509f0dc2c8`
nan,modules/modules/game_actionbar/spell.otui,50,:ref:`modules-modules-game-actionbar-spell-otui-l50-nan-d56af4c5d5`
spellList,modules/modules/game_actionbar/spell.otui,56,:ref:`modules-modules-game-actionbar-spell-otui-l56-spelllist-1aee62b376`
listScrollBar,modules/modules/game_actionbar/spell.otui,68,:ref:`modules-modules-game-actionbar-spell-otui-l68-listscrollbar-0c65f4eb42`
checkPanel,modules/modules/game_actionbar/spell.otui,77,:ref:`modules-modules-game-actionbar-spell-otui-l77-checkpanel-12cb58c55e`
tick,modules/modules/game_actionbar/spell.otui,85,:ref:`modules-modules-game-actionbar-spell-otui-l85-tick-3a29463c7e`
paramLabel,modules/modules/game_actionbar/spell.otui,94,:ref:`modules-modules-game-actionbar-spell-otui-l94-paramlabel-8d5a71cd8e`
paramText,modules/modules/game_actionbar/spell.otui,111,:ref:`modules-modules-game-actionbar-spell-otui-l111-paramtext-44c2cd047c`
nan,modules/modules/game_actionbar/spell.otui,120,:ref:`modules-modules-game-actionbar-spell-otui-l120-nan-492a8205d8`
buttonClose,modules/modules/game_actionbar/spell.otui,126,:ref:`modules-modules-game-actionbar-spell-otui-l126-buttonclose-f3598a2ff0`
buttonApply,modules/modules/game_actionbar/spell.otui,134,:ref:`modules-modules-game-actionbar-spell-otui-l134-buttonapply-ed85e85d69`
buttonOk,modules/modules/game_actionbar/spell.otui,143,:ref:`modules-modules-game-actionbar-spell-otui-l143-buttonok-8bbe7ffc2f`
assignTextWindow,modules/modules/game_actionbar/text.otui,1,:ref:`modules-modules-game-actionbar-text-otui-l1-assigntextwindow-32c8524fd2`
nan,modules/modules/game_actionbar/text.otui,6,:ref:`modules-modules-game-actionbar-text-otui-l6-nan-11ab308bae`
text,modules/modules/game_actionbar/text.otui,12,:ref:`modules-modules-game-actionbar-text-otui-l12-text-9abd589db8`
checkPanel,modules/modules/game_actionbar/text.otui,19,:ref:`modules-modules-game-actionbar-text-otui-l19-checkpanel-bee61cfc1f`
tick,modules/modules/game_actionbar/text.otui,27,:ref:`modules-modules-game-actionbar-text-otui-l27-tick-71185aee6c`
nan,modules/modules/game_actionbar/text.otui,36,:ref:`modules-modules-game-actionbar-text-otui-l36-nan-7baac6575a`
buttonClose,modules/modules/game_actionbar/text.otui,42,:ref:`modules-modules-game-actionbar-text-otui-l42-buttonclose-b04bc7ef49`
buttonApply,modules/modules/game_actionbar/text.otui,50,:ref:`modules-modules-game-actionbar-text-otui-l50-buttonapply-9c293f685d`
buttonOk,modules/modules/game_actionbar/text.otui,59,:ref:`modules-modules-game-actionbar-text-otui-l59-buttonok-7eb2bf2a8a`
nan,modules/modules/game_battle/battle.otui,1,:ref:`modules-modules-game-battle-battle-otui-l1-nan-5d467bf57e`
nan,modules/modules/game_battle/battle.otui,24,:ref:`modules-modules-game-battle-battle-otui-l24-nan-91cd99bc14`
nan,modules/modules/game_battle/battle.otui,27,:ref:`modules-modules-game-battle-battle-otui-l27-nan-4a54900b50`
nan,modules/modules/game_battle/battle.otui,30,:ref:`modules-modules-game-battle-battle-otui-l30-nan-ca14d4e0f0`
nan,modules/modules/game_battle/battle.otui,33,:ref:`modules-modules-game-battle-battle-otui-l33-nan-bbdfc085c7`
nan,modules/modules/game_battle/battle.otui,36,:ref:`modules-modules-game-battle-battle-otui-l36-nan-93d7a4699e`
battleWindow,modules/modules/game_battle/battle.otui,39,:ref:`modules-modules-game-battle-battle-otui-l39-battlewindow-12af2c731f`
filterPanel,modules/modules/game_battle/battle.otui,48,:ref:`modules-modules-game-battle-battle-otui-l48-filterpanel-254c8f300a`
buttons,modules/modules/game_battle/battle.otui,56,:ref:`modules-modules-game-battle-battle-otui-l56-buttons-8c03963405`
hidePlayers,modules/modules/game_battle/battle.otui,66,:ref:`modules-modules-game-battle-battle-otui-l66-hideplayers-fe6aca8c53`
hideNPCs,modules/modules/game_battle/battle.otui,72,:ref:`modules-modules-game-battle-battle-otui-l72-hidenpcs-46854b2610`
hideMonsters,modules/modules/game_battle/battle.otui,78,:ref:`modules-modules-game-battle-battle-otui-l78-hidemonsters-43e8b17f2d`
hideSkulls,modules/modules/game_battle/battle.otui,83,:ref:`modules-modules-game-battle-battle-otui-l83-hideskulls-7aa17351e8`
hideParty,modules/modules/game_battle/battle.otui,88,:ref:`modules-modules-game-battle-battle-otui-l88-hideparty-adc3475115`
sortPanel,modules/modules/game_battle/battle.otui,94,:ref:`modules-modules-game-battle-battle-otui-l94-sortpanel-66866a523e`
sortTypeBox,modules/modules/game_battle/battle.otui,102,:ref:`modules-modules-game-battle-battle-otui-l102-sorttypebox-304cd3442d`
sortOrderBox,modules/modules/game_battle/battle.otui,110,:ref:`modules-modules-game-battle-battle-otui-l110-sortorderbox-fd25878cf6`
